0.09999999999999999,6.056409881665353e6
0.19999999999999998,6.056409881665353e6
0.22499999999999998,6.056409881665353e6
0.25,6.056409881665353e6
0.27499999999999997,6.056409881665353e6
0.3,6.056409881665353e6
0.325,6.056409881665353e6
0.35,6.056409881665353e6
0.375,6.056409881665353e6
0.39999999999999997,6.056409881665353e6
0.425,6.056409881665353e6
0.44999999999999996,6.056409881665353e6
0.475,6.056409881665353e6
0.5,5.061374516129513e-25
0.5499999999999999,9.716020130794072e-27
0.6,2.8409709512323773e-27
0.65,1.3318556356357884e-27
0.7,7.602050721928927e-28
0.75,4.920092070146642e-28
0.7999999999999999,3.438397242269157e-28
0.8999999999999999,1.9403285635798197e-28
1.,1.2403778786963252e-28
2.,1.821724644327707e-29
3.,4.051751018186693e-30
4.,2.2293350158822453e-30
5.,1.7374063762891226e-30
6.,9.25249820239074e-31
7.,5.505020182288711e-31
8.,3.990112934231872e-31
9.,3.2275835231915258e-31
10.,2.7916858403043506e-31
20.,2.048009812717463e-31
50.,3.0461479716970427e-31
100.,5.185836422376677e-31
200.,9.589379167208841e-31
500.,2.28867707342915e-30
1000.,4.5076153135700985e-30
10000.,4.445966628671079e-29
